"","nazov","price","year","km","kw","kraj","fuel","trans"
"124","",5050,2008,258564,77,"NR kraj","Diesel","Automat"
"125","Škoda",5300,2008,134000,118,"NR kraj","Benzín","Manuál"
"126","Škoda",5300,2010,230917,77,"KE kraj","Diesel","Manuál"
"127","Škoda",5300,2009,326196,77,"NR kraj","Diesel","Manuál"
"128","Škoda",5300,2010,327643,77,"NR kraj","Diesel","Manuál"
"129","Škoda",5300,2011,353000,77,"BB kraj","Diesel","Manuál"
"130","Škoda",5350,2009,74700,75,"BA kraj","Benzín","Manuál"
"131","Škoda",5490,2012,268138,77,"BB kraj","Diesel","Manuál"
"132","Škoda",5499,2006,219000,147,"ZA kraj","Benzín","Manuál"
"133","Škoda",5500,2006,257071,147,"ZA kraj","Benzín","Manuál"
"134","Škoda",5500,2009,196000,103,"ZA kraj","Diesel","Automat"
"135","Škoda",5500,2009,309342,103,"BA kraj","Diesel","Automat"
"136","Škoda",5500,2010,360000,103,"ZA kraj","Diesel","Manuál"
"137","Škoda",5500,2010,249997,77,"TN kraj","Diesel","Manuál"
"138","Škoda",5500,2012,287000,77,"ZA kraj","Diesel","Manuál"
"139","Škoda",5500,2008,300800,103,"BA kraj","Diesel","Manuál"
"140","Škoda",5500,2010,226000,77,"BB kraj","Diesel","Automat"
"141","Škoda",5555,2007,194146,125,"ZA kraj","Diesel","Manuál"
"142","Škoda",5590,2010,292000,77,"PO kraj","Diesel","Manuál"
"143","Škoda",5600,2007,242421,103,"BA kraj","Diesel","Manuál"
"144","Škoda",5650,2010,246818,103,"NR kraj","Diesel","Automat"
"145","Škoda",5690,2009,243743,75,"NR kraj","Benzín","Manuál"
"146","Škoda",5700,2012,192000,90,"BA kraj","Benzín","Manuál"
"147","Škoda",5700,2007,166379,103,"NR kraj","Diesel","Manuál"
"148","Škoda",5750,2008,232600,103,"ZA kraj","Diesel","Manuál"
"149","Škoda",5800,2011,279000,81,"TT kraj","Diesel","Manuál"
"150","Škoda",5800,2010,293626,77,"PO kraj","Diesel","Manuál"
"151","Škoda",5890,2009,288000,77,"NR kraj","Diesel","Manuál"
"152","Škoda",5950,2009,270000,77,"NR kraj","Diesel","Manuál"
"153","Škoda",5950,2011,320073,77,"KE kraj","Diesel","Manuál"
"154","Škoda",5990,2012,238720,77,"KE kraj","Diesel","Manuál"
"155","Škoda",5999,2010,201694,103,"TT kraj","Diesel","Automat"
"156","Škoda",5999,2009,280649,77,"TT kraj","Diesel","Manuál"
"157","Škoda",5999,2010,187000,90,"KE kraj","Benzín","Manuál"
"158","Škoda",5999,2011,212220,75,"KE kraj","Benzín+Plyn","Manuál"
"159","Škoda",5999,2012,298211,118,"BA kraj","Benzín","Manuál"
"160","Škoda",5999,2007,250931,147,"KE kraj","Benzín","Manuál"
"161","Škoda",5999,2010,215657,77,"KE kraj","Diesel","Manuál"
"162","Škoda",6000,2009,279000,77,"BB kraj","Diesel","Manuál"
"163","Škoda",6190,2011,276000,77,"NR kraj","Diesel","Manuál"
"164","Škoda",6200,2010,294900,103,"KE kraj","Diesel","Manuál"
"165","Škoda",6200,2006,177000,147,"BB kraj","Benzín","Manuál"
"166","Škoda",6200,2009,233000,77,"BB kraj","Diesel","Manuál"
"167","Škoda",6200,2009,181215,77,"PO kraj","Diesel","Manuál"
"168","Škoda",6250,2009,259000,103,"BA kraj","Diesel","Manuál"
"169","Škoda",6300,2009,237126,77,"BB kraj","Diesel","Manuál"
"170","Škoda",6300,2009,189450,77,"PO kraj","Diesel","Manuál"
"171","Škoda",6350,2013,257138,77,"PO kraj","Diesel","Manuál"
"172","Škoda",6490,2012,329319,103,"BA kraj","Diesel","Manuál"
"173","Škoda",6500,2010,234524,77,"TN kraj","Diesel","Manuál"
"174","Škoda",6500,2009,317000,77,"BA kraj","Diesel","Manuál"
"175","Škoda",6500,2011,222893,77,"PO kraj","Diesel","Manuál"
"176","Škoda",6500,2005,266353,103,"TT kraj","Diesel","Automat"
"177","Škoda",6500,2011,205000,77,"PO kraj","Diesel","Manuál"
"178","Škoda",6500,2009,274000,103,"KE kraj","Diesel","Manuál"
"179","Škoda",6500,2010,2e+05,77,"KE kraj","Diesel","Manuál"
"180","Škoda",6500,2009,317000,77,"BA kraj","Diesel","Manuál"
"181","Škoda",6600,2009,170000,125,"KE kraj","Diesel","Automat"
"182","Škoda",6600,2011,316300,103,"NR kraj","Diesel","Automat"
"183","Škoda",6700,2011,181609,77,"BA kraj","Diesel","Manuál"
"184","Škoda",6700,2006,280000,125,"TT kraj","Diesel","Manuál"
"185","Škoda",6790,2012,188000,77,"KE kraj","Diesel","Manuál"
"186","Škoda",6799,2010,148000,118,"TT kraj","Benzín","Manuál"
"187","Škoda",6799,2010,180000,118,"TT kraj","Benzín","Manuál"
"188","Škoda",6800,2013,288000,103,"NR kraj","Diesel","Manuál"
"189","Škoda",6800,2008,218060,147,"BB kraj","Benzín","Manuál"
"190","Škoda",6800,2014,3e+05,77,"BA kraj","Diesel","Manuál"
"191","Škoda",6800,2011,287660,77,"ZA kraj","Diesel","Automat"
"192","Škoda",6850,2012,202500,77,"BA kraj","Diesel","Manuál"
"193","Škoda",6890,2009,178000,77,"KE kraj","Diesel","Manuál"
"194","Škoda",6890,2013,211030,77,"BB kraj","Diesel","Manuál"
"195","Škoda",6900,2014,365000,77,"KE kraj","Diesel","Manuál"
"196","Škoda",6900,2011,179505,77,"BA kraj","Diesel","Manuál"
"197","Škoda",6990,2009,228500,103,"NR kraj","Diesel","Manuál"
"198","Škoda",6990,2011,260000,103,"NR kraj","Diesel","Manuál"
"199","Škoda",6990,2013,220300,77,"BA kraj","Diesel","Manuál"
"200","Škoda",6990,2012,198217,77,"NR kraj","Diesel","Manuál"
"201","Škoda",6990,2010,161000,77,"ZA kraj","Diesel","Manuál"
"202","Škoda",6990,2009,143400,90,"KE kraj","Benzín","Manuál"
"203","Škoda",6999,2015,292757,66,"TN kraj","Diesel","Manuál"
"204","Škoda",6999,2011,219059,77,"BA kraj","Diesel","Manuál"
"205","Škoda",7000,2016,344335,81,"BA kraj","Diesel","Manuál"
"206","Škoda",7000,2013,160650,77,"NR kraj","Diesel","Manuál"
"207","Škoda",7000,2011,265588,77,"BA kraj","Diesel","Automat"
"208","Škoda",7100,2010,266000,103,"NR kraj","Diesel","Manuál"
"209","Škoda",7190,2010,189320,77,"KE kraj","Diesel","Manuál"
"210","Škoda",7200,2014,297123,77,"KE kraj","Diesel","Manuál"
"211","Škoda",7300,2006,187000,110,"NR kraj","Benzín","Manuál"
"212","Škoda",7390,2011,181504,77,"BB kraj","Diesel","Manuál"
"213","Škoda",7400,2010,49547,77,"BA kraj","Benzín","Manuál"
"214","Škoda",7400,2015,291215,81,"BA kraj","Diesel","Manuál"
"215","Škoda",7490,2014,299700,77,"NR kraj","Diesel","Manuál"
"216","Škoda",7499,2012,195000,77,"BB kraj","Diesel","Automat"
"217","Škoda",7500,2009,214346,125,"PO kraj","Diesel","Manuál"
"218","Škoda",7500,2012,210000,103,"KE kraj","Diesel","Manuál"
"219","Škoda",7500,2011,182404,77,"ZA kraj","Diesel","Automat"
"220","Škoda",7500,2011,192688,118,"PO kraj","Benzín","Manuál"
"221","Škoda",7590,2007,225668,103,"KE kraj","Diesel","Manuál"
"222","Škoda",7600,2013,199044,77,"BA kraj","Diesel","Manuál"
"223","Škoda",7600,2009,271999,103,"PO kraj","Diesel","Automat"
"224","Škoda",7600,2013,236000,81,"BB kraj","Diesel","Manuál"
"225","Škoda",7699,2012,213649,103,"BB kraj","Diesel","Manuál"
"226","Škoda",7700,2009,264800,103,"TN kraj","Diesel","Manuál"
"227","Škoda",7790,2012,191000,103,"KE kraj","Diesel","Manuál"
"228","Škoda",7800,2011,228120,103,"KE kraj","Diesel","Manuál"
"229","Škoda",7800,2009,293000,103,"TT kraj","Diesel","Manuál"
"230","Škoda",7850,2012,187000,77,"BB kraj","Diesel","Automat"
"231","Škoda",7899,2012,337089,103,"BA kraj","Diesel","Manuál"
"232","Škoda",7900,2012,146000,118,"ZA kraj","Benzín","Manuál"
"233","Škoda",7900,2014,330000,77,"ZA kraj","Diesel","Automat"
"234","Škoda",7990,2013,206000,103,"TN kraj","Diesel","Manuál"
"235","Škoda",7990,2012,252244,103,"KE kraj","Diesel","Manuál"
"236","Škoda",7999,2011,256700,103,"ZA kraj","Diesel","Manuál"
"237","Škoda",7999,2013,204200,81,"BB kraj","Diesel","Manuál"
"238","Škoda",7999,2012,194285,77,"BA kraj","Diesel","Automat"
"239","Škoda",8000,2014,304445,110,"BA kraj","Diesel","Automat"
"240","Škoda",8100,2009,182000,103,"NR kraj","Diesel","Manuál"
"241","Škoda",8190,2014,271064,77,"BB kraj","Diesel","Manuál"
"242","Škoda",8200,2011,209252,77,"KE kraj","Diesel","Manuál"
"243","Škoda",8200,2014,302500,110,"ZA kraj","Diesel","Automat"
"244","Škoda",8250,2014,125000,77,"NR kraj","Benzín","Manuál"
"245","Škoda",8290,2013,268100,110,"TT kraj","Diesel","Manuál"
"246","Škoda",8300,2013,265628,110,"BA kraj","Diesel","Manuál"
"247","Škoda",8300,2014,247757,81,"BA kraj","Diesel","Manuál"
"248","Škoda",8300,2013,190500,77,"BB kraj","Diesel","Manuál"
"249","Škoda",8390,2013,261528,125,"TN kraj","Diesel","Manuál"
"250","Škoda",8400,2012,238000,125,"TN kraj","Diesel","Manuál"
"251","Škoda",8450,2015,272239,110,"BA kraj","Diesel","Automat"
"252","Škoda",8490,2016,240996,81,"BA kraj","Diesel","Manuál"
"253","Škoda",8490,2008,128025,103,"ZA kraj","Diesel","Manuál"
"254","Škoda",8499,2016,220679,66,"BA kraj","Diesel","Manuál"
"255","Škoda",8499,2013,317387,110,"TN kraj","Diesel","Manuál"
"256","Škoda",8499,2015,258398,81,"BA kraj","Diesel","Automat"
"257","Škoda",8500,2013,290000,103,"KE kraj","Diesel","Manuál"
"258","Škoda",8599,2012,130000,118,"TT kraj","Benzín","Manuál"
"259","Škoda",8690,2012,216720,103,"TN kraj","Diesel","Automat"
"260","Škoda",8899,2011,220000,103,"NR kraj","Diesel","Manuál"
"261","Škoda",8900,2012,253500,103,"ZA kraj","Diesel","Automat"
"262","Škoda",8990,2012,159265,103,"NR kraj","Diesel","Manuál"
"263","Škoda",8990,2010,221753,125,"NR kraj","Diesel","Automat"
"264","Škoda",8990,2013,178000,132,"NR kraj","Benzín","Manuál"
"265","Škoda",8999,2014,307638,132,"KE kraj","Benzín","Automat"
"266","Škoda",8999,2015,191377,77,"TN kraj","Diesel","Manuál"
"267","Škoda",9000,2013,159920,77,"PO kraj","Diesel","Automat"
"268","Škoda",9000,2014,236000,77,"BB kraj","Diesel","Manuál"
"269","Škoda",9000,2013,271500,77,"ZA kraj","Diesel","Automat"
"270","Škoda",9000,2013,338092,110,"KE kraj","Diesel","Automat"
"271","Škoda",9000,2015,233000,77,"PO kraj","Diesel","Automat"
"272","Škoda",9000,2013,347000,77,"KE kraj","Diesel","Automat"
"273","Škoda",9100,2012,191000,103,"ZA kraj","Diesel","Manuál"
"274","Škoda",9200,2012,125979,77,"TN kraj","Diesel","Manuál"
"275","Škoda",9200,2017,319273,85,"NR kraj","Diesel","Manuál"
"276","Škoda",9200,2012,232000,125,"TT kraj","Diesel","Automat"
"277","Škoda",9290,2014,196318,66,"ZA kraj","Diesel","Manuál"
"278","Škoda",9290,2014,243576,110,"KE kraj","Diesel","Manuál"
"279","Škoda",9300,2015,246806,77,"BA kraj","Diesel","Automat"
"280","Škoda",9300,2016,252300,81,"BB kraj","Diesel","Automat"
"281","Škoda",9390,2013,202000,77,"ZA kraj","Diesel","Manuál"
"282","Škoda",9400,2015,194140,81,"BB kraj","Diesel","Manuál"
"283","Škoda",9400,2013,206067,77,"BA kraj","Diesel","Automat"
"284","Škoda",9437,2015,205378,81,"KE kraj","Diesel","Manuál"
"285","Škoda",9490,2013,168000,103,"BA kraj","Diesel","Manuál"
"286","Škoda",9490,2013,183000,77,"KE kraj","Diesel","Automat"
"287","Škoda",9490,2014,172770,77,"ZA kraj","Diesel","Manuál"
"288","Škoda",9500,2016,242000,81,"PO kraj","Diesel","Manuál"
"289","Škoda",9500,2016,193245,81,"BA kraj","Diesel","Manuál"
"290","Škoda",9500,2014,166000,77,"PO kraj","Diesel","Manuál"
"291","Škoda",9550,2013,174500,77,"NR kraj","Diesel","Manuál"
"292","Škoda",9590,2013,230000,77,"BB kraj","Diesel","Manuál"
"293","Škoda",9600,2012,188000,103,"ZA kraj","Diesel","Automat"
"294","Škoda",9600,2016,2e+05,81,"TT kraj","Diesel","Manuál"
"295","Škoda",9600,2012,231000,103,"PO kraj","Diesel","Manuál"
"296","Škoda",9600,2014,234293,77,"TN kraj","Diesel","Manuál"
"297","Škoda",9690,2016,246000,81,"TN kraj","Diesel","Automat"
"298","Škoda",9700,2014,179549,81,"BA kraj","Diesel","Manuál"
"299","Škoda",9700,2015,195600,77,"KE kraj","Diesel","Manuál"
"300","Škoda",9800,2016,179122,81,"BA kraj","Diesel","Manuál"
"301","Škoda",9800,2011,141000,77,"BA kraj","Diesel","Manuál"
"302","Škoda",9900,2015,210007,110,"BA kraj","Diesel","Manuál"
"303","Škoda",9900,2014,283000,110,"TT kraj","Diesel","Automat"
"304","Škoda",9900,2015,270000,110,"TT kraj","Diesel","Manuál"
"305","Škoda",9950,2013,224000,103,"NR kraj","Diesel","Manuál"
"306","Škoda",9950,2017,194800,63,"PO kraj","Benzín","Manuál"
"307","Škoda",9990,2012,181580,125,"ZA kraj","Diesel","Manuál"
"308","Škoda",9999,2012,211646,125,"KE kraj","Diesel","Automat"
"309","Škoda",10000,2016,226578,81,"BB kraj","Diesel","Automat"
"310","Škoda",10000,2015,206562,77,"KE kraj","Diesel","Automat"
"311","Škoda",10000,2015,279014,110,"KE kraj","Diesel","Manuál"
"312","Škoda",10100,2014,298630,110,"TN kraj","Diesel","Manuál"
"313","Škoda",10100,2013,72642,77,"BB kraj","Benzín","Manuál"
"314","Škoda",10200,2014,119646,77,"BA kraj","Benzín","Manuál"
"315","Škoda",10300,2015,255000,81,"PO kraj","Diesel","Automat"
"316","Škoda",10300,2015,262000,81,"PO kraj","Diesel","Automat"
"317","Škoda",10300,2014,264777,110,"BB kraj","Diesel","Manuál"
"318","Škoda",10400,2015,167798,81,"BA kraj","Diesel","Manuál"
"319","Škoda",10400,2014,192004,81,"BA kraj","Diesel","Manuál"
"320","Škoda",10490,2013,220673,110,"BB kraj","Diesel","Manuál"
"321","Škoda",10490,2016,197322,81,"BB kraj","Diesel","Manuál"
"322","Škoda",10499,2013,133000,103,"NR kraj","Diesel","Manuál"
"323","Škoda",10499,2016,244711,110,"BA kraj","Diesel","Manuál"
"324","Škoda",10500,2009,111000,125,"NR kraj","Diesel","Automat"
"325","Škoda",10500,2016,208000,110,"ZA kraj","Diesel","Automat"
"326","Škoda",10500,2014,200740,77,"BA kraj","Diesel","Automat"
"327","Škoda",10500,2016,199000,81,"TT kraj","Diesel","Manuál"
"328","Škoda",10590,2015,233107,110,"BA kraj","Diesel","Manuál"
"329","Škoda",10600,2017,193713,81,"BA kraj","Diesel","Manuál"
"330","Škoda",10600,2015,161192,77,"BA kraj","Diesel","Automat"
"331","Škoda",10637,2014,189317,77,"KE kraj","Diesel","Automat"
"332","Škoda",10699,2016,201500,81,"BB kraj","Diesel","Automat"
"333","Škoda",10700,2016,179960,81,"PO kraj","Diesel","Manuál"
"334","Škoda",10790,2016,239200,81,"NR kraj","Diesel","Manuál"
"335","Škoda",10799,2013,392953,110,"BA kraj","Diesel","Manuál"
"336","Škoda",10800,2014,181598,81,"TT kraj","Diesel","Manuál"
"337","Škoda",10800,2013,140298,103,"NR kraj","Benzín","Manuál"
"338","Škoda",10900,2017,230357,85,"BA kraj","Diesel","Automat"
"339","Škoda",10900,2014,235000,110,"KE kraj","Diesel","Manuál"
"340","Škoda",10900,2013,193000,110,"BA kraj","Diesel","Manuál"
"341","Škoda",10900,2013,185488,103,"ZA kraj","Diesel","Manuál"
"342","Škoda",10900,2009,220000,125,"BB kraj","Diesel","Automat"
"343","Škoda",10900,2016,256926,77,"KE kraj","Diesel","Automat"
"344","Škoda",10990,2016,218000,81,"TN kraj","Diesel","Automat"
"345","Škoda",10990,2016,160813,81,"BA kraj","Diesel","Manuál"
"346","Škoda",10990,2015,220000,81,"NR kraj","Diesel","Manuál"
"347","Škoda",10999,2015,171063,77,"BA kraj","Diesel","Manuál"
"348","Škoda",10999,2013,257000,110,"BB kraj","Diesel","Manuál"
"349","Škoda",11000,2017,165879,66,"KE kraj","Diesel","Manuál"
"350","Škoda",11000,2013,284000,135,"TN kraj","Diesel","Manuál"
"351","Škoda",11000,2014,149648,132,"BA kraj","Benzín","Manuál"
"352","Škoda",11100,2011,174580,125,"TN kraj","Diesel","Automat"
"353","Škoda",11200,2014,171833,77,"BB kraj","Diesel","Manuál"
"354","Škoda",11300,2015,288777,135,"NR kraj","Diesel","Automat"
"355","Škoda",11300,2016,229000,81,"BB kraj","Diesel","Manuál"
"356","Škoda",11300,2013,203404,110,"KE kraj","Diesel","Manuál"
"357","Škoda",11421,2013,178716,110,"KE kraj","Diesel","Automat"
"358","Škoda",11437,2016,164311,81,"KE kraj","Diesel","Automat"
"359","Škoda",11500,2016,281198,110,"KE kraj","Diesel","Automat"
"360","Škoda",11500,2013,261997,110,"TN kraj","Diesel","Automat"
"361","Škoda",11500,2017,191,81,"BB kraj","Diesel","Manuál"
"362","Škoda",11500,2016,178599,110,"PO kraj","Diesel","Manuál"
"363","Škoda",11500,2016,218000,81,"ZA kraj","Diesel","Automat"
"364","Škoda",11571,2013,121816,103,"BB kraj","Benzín","Automat"
"365","Škoda",11590,2016,250000,81,"TN kraj","Diesel","Manuál"
"366","Škoda",11600,2014,201516,110,"KE kraj","Diesel","Manuál"
"367","Škoda",11600,2016,154498,81,"BA kraj","Diesel","Automat"
"368","Škoda",11699,2014,186533,110,"NR kraj","Diesel","Automat"
"369","Škoda",11700,2014,161000,110,"ZA kraj","Diesel","Manuál"
"370","Škoda",11800,2013,220000,147,"TT kraj","Benzín","Automat"
"371","Škoda",11800,2016,195891,81,"TN kraj","Diesel","Manuál"
"372","Škoda",11899,2016,245700,81,"PO kraj","Diesel","Manuál"
"373","Škoda",11950,2016,155000,81,"BA kraj","Diesel","Automat"
"374","Škoda",11990,2016,215000,110,"NR kraj","Diesel","Automat"
"375","Škoda",11990,2017,245423,110,"NR kraj","Diesel","Automat"
"376","Škoda",11990,2015,190733,81,"NR kraj","Benzín","Manuál"
"377","Škoda",11999,2017,212400,85,"TT kraj","Benzín","Automat"
"378","Škoda",11999,2016,179000,81,"BB kraj","Diesel","Manuál"
"379","Škoda",11999,2014,231380,135,"KE kraj","Diesel","Automat"
"380","Škoda",11999,2017,224113,66,"PO kraj","Diesel","Manuál"
"381","Škoda",11999,2017,148197,85,"TN kraj","Diesel","Manuál"
"382","Škoda",12000,2017,149000,66,"TT kraj","Diesel","Manuál"
"383","Škoda",12000,2014,235000,135,"TN kraj","Diesel","Manuál"
"384","Škoda",12000,2017,107000,63,"NR kraj","Benzín","Manuál"
"385","Škoda",12000,2014,202000,110,"KE kraj","Diesel","Automat"
"386","Škoda",12190,2018,207467,85,"BB kraj","Diesel","Automat"
"387","Škoda",12199,2017,185000,85,"BB kraj","Diesel","Automat"
"388","",12200,2017,155786,81,"BA kraj","Diesel","Manuál"
"389","Škoda",12200,2015,188270,110,"KE kraj","Diesel","Manuál"
"390","Škoda",12200,2013,160068,110,"NR kraj","Diesel","Automat"
"391","Škoda",12290,2018,199990,85,"NR kraj","Diesel","Automat"
"392","Škoda",12290,2013,279835,135,"TN kraj","Diesel","Automat"
"393","Škoda",12290,2018,213200,85,"NR kraj","Diesel","Automat"
"394","Škoda",12299,2017,216776,85,"BA kraj","Diesel","Manuál"
"395","Škoda",12300,2014,136977,110,"BA kraj","Diesel","Automat"
"396","Škoda",12379,2016,162078,81,"NR kraj","Diesel","Manuál"
"397","Škoda",12399,2017,183000,85,"BB kraj","Diesel","Manuál"
"398","Škoda",12450,2015,212000,77,"BA kraj","Diesel","Automat"
"399","Škoda",12490,2015,181000,110,"BB kraj","Diesel","Manuál"
"400","Škoda",12490,2017,200076,85,"KE kraj","Benzín","Manuál"
"401","Škoda",12490,2015,202000,110,"BA kraj","Diesel","Automat"
"402","Škoda",12490,2017,135016,85,"BA kraj","Diesel","Manuál"
"403","Škoda",12499,2015,114940,110,"BB kraj","Diesel","Manuál"
"404","Škoda",12499,2014,174178,110,"BB kraj","Diesel","Manuál"
"405","Škoda",12499,2013,178526,110,"BB kraj","Diesel","Automat"
"406","Škoda",12590,2017,179600,85,"PO kraj","Diesel","Manuál"
"407","Škoda",12599,2017,184365,85,"PO kraj","Diesel","Manuál"
"408","Škoda",12600,2016,188146,110,"BA kraj","Diesel","Manuál"
"409","Škoda",12600,2015,250000,110,"KE kraj","Diesel","Manuál"
"410","Škoda",12600,2016,129861,81,"PO kraj","Diesel","Manuál"
"411","Škoda",12600,2016,229776,110,"TN kraj","Diesel","Manuál"
"412","Škoda",12699,2014,134000,103,"KE kraj","Diesel","Manuál"
"413","Škoda",12790,2014,136792,103,"NR kraj","Benzín","Automat"
"414","Škoda",12800,2015,226453,135,"TN kraj","Diesel","Automat"
"415","Škoda",12800,2016,138514,81,"BA kraj","Diesel","Automat"
"416","Škoda",12800,2013,163572,103,"TT kraj","Benzín","Automat"
"417","Škoda",12850,2017,168000,85,"PO kraj","Diesel","Manuál"
"418","Škoda",12888,2017,169000,85,"BA kraj","Diesel","Automat"
"419","Škoda",12899,2017,240700,85,"PO kraj","Diesel","Manuál"
"420","Škoda",12900,2015,299000,135,"TN kraj","Diesel","Manuál"
"421","Škoda",12900,2016,115500,81,"NR kraj","Diesel","Manuál"
"422","Škoda",12900,2018,182286,110,"BA kraj","Diesel","Manuál"
"423","Škoda",12900,2016,177000,85,"KE kraj","Benzín","Automat"
"424","Škoda",12900,2015,137361,81,"BA kraj","Diesel","Automat"
"425","Škoda",12900,2018,125083,110,"BA kraj","Diesel","Manuál"
"426","Škoda",12960,2017,134980,85,"TT kraj","Diesel","Manuál"
"427","Škoda",12990,2017,125304,66,"KE kraj","Diesel","Manuál"
"428","Škoda",12990,2017,222000,85,"BB kraj","Diesel","Automat"
"429","Škoda",12990,2018,141196,85,"BB kraj","Diesel","Automat"
"430","Škoda",12990,2015,180416,110,"ZA kraj","Diesel","Automat"
"431","Škoda",12990,2018,187719,85,"KE kraj","Diesel","Automat"
"432","Škoda",12990,2017,200744,85,"NR kraj","Diesel","Manuál"
"433","Škoda",12990,2014,276000,135,"ZA kraj","Diesel","Automat"
"434","Škoda",12990,2016,158415,81,"BB kraj","Diesel","Manuál"
"435","Škoda",12999,2018,185300,85,"ZA kraj","Diesel","Manuál"
"436","Škoda",12999,2015,129921,135,"BA kraj","Diesel","Automat"
"437","Škoda",12999,2017,148134,85,"BB kraj","Diesel","Automat"
"438","Škoda",13000,2014,179221,110,"NR kraj","Diesel","Manuál"
"439","Škoda",13000,2017,158013,85,"BB kraj","Diesel","Automat"
"440","ŠKODA",13190,2017,125168,81,"TN kraj","Diesel","Manuál"
"441","Škoda",13200,2017,170000,85,"KE kraj","Diesel","Automat"
"442","Škoda",13200,2015,198000,135,"TN kraj","Diesel","Automat"
"443","Škoda",13250,2015,276265,135,"NR kraj","Diesel","Manuál"
"444","Škoda",13290,2018,192000,85,"BA kraj","Diesel","Manuál"
"445","Škoda",13299,2014,85470,110,"BB kraj","Diesel","Automat"
"446","Škoda",13299,2017,157494,85,"PO kraj","Diesel","Manuál"
"447","Škoda",13300,2014,130604,110,"BA kraj","Diesel","Automat"
"448","Škoda",13300,2018,134000,85,"NR kraj","Diesel","Manuál"
"449","Škoda",13300,2014,231111,135,"BA kraj","Diesel","Manuál"
"450","Škoda",13300,2017,174144,110,"BA kraj","Diesel","Automat"
"451","Škoda",13300,2017,193340,85,"BB kraj","Diesel","Automat"
"452","Škoda",13300,2017,178207,81,"NR kraj","Diesel","Automat"
"453","Škoda",13390,2017,157000,85,"NR kraj","Diesel","Manuál"
"454","Škoda",13400,2017,195345,85,"BB kraj","Diesel","Manuál"
"455","Škoda",13400,2017,139000,110,"BB kraj","Diesel","Automat"
"456","Škoda",13400,2018,160920,85,"TT kraj","Diesel","Automat"
"457","Škoda",13449,2017,129000,85,"BB kraj","Diesel","Automat"
"458","Škoda",13450,2018,182400,85,"TN kraj","Diesel","Automat"
"459","Škoda",13460,2017,139800,85,"TT kraj","Diesel","Automat"
"460","Škoda",13490,2017,186000,85,"NR kraj","Diesel","Automat"
"461","Škoda",13490,2017,156041,85,"BB kraj","Diesel","Automat"
"462","Škoda",13490,2017,172800,85,"ZA kraj","Diesel","Manuál"
"463","Škoda",13490,2016,177900,110,"PO kraj","Diesel","Manuál"
"464","Škoda",13490,2017,131590,85,"KE kraj","Diesel","Automat"
"465","Škoda",13490,2018,135123,85,"NR kraj","Diesel","Automat"
"466","Škoda",13490,2018,192956,85,"TT kraj","Diesel","Manuál"
"467","Škoda",13490,2016,215300,81,"TN kraj","Diesel","Automat"
"468","Škoda",13490,2016,160966,81,"KE kraj","Diesel","Manuál"
"469","Škoda",13490,2017,129761,110,"BA kraj","Diesel","Manuál"
"470","Škoda",13490,2017,177856,110,"TN kraj","Diesel","Manuál"
"471","Škoda",13500,2017,157178,85,"KE kraj","Diesel","Manuál"
"472","Škoda",13500,2013,217000,110,"ZA kraj","Diesel","Automat"
"473","Škoda",13500,2018,135111,85,"NR kraj","Diesel","Manuál"
"474","Škoda",13500,2018,172000,85,"BA kraj","Diesel","Automat"
"475","Škoda",13500,2017,184544,85,"PO kraj","Diesel","Manuál"
"476","Škoda",13550,2017,221225,110,"NR kraj","Diesel","Automat"
"477","Škoda",13550,2015,170500,110,"KE kraj","Diesel","Manuál"
"478","Škoda",13590,2019,160808,85,"BA kraj","Diesel","Manuál"
"479","Škoda",13650,2018,178155,85,"PO kraj","Diesel","Manuál"
"480","Škoda",13699,2016,148474,110,"BB kraj","Diesel","Automat"
"481","Škoda",13750,2017,165315,85,"KE kraj","Diesel","Manuál"
"482","Škoda",13790,2019,183524,85,"NR kraj","Diesel","Automat"
"483","Škoda",13790,2015,220496,135,"KE kraj","Diesel","Automat"
"484","Škoda",13790,2018,167000,85,"NR kraj","Diesel","Manuál"
"485","Škoda",13790,2017,136469,81,"KE kraj","Diesel","Automat"
"486","Škoda",13800,2018,126870,85,"BA kraj","Diesel","Automat"
"487","Škoda",13800,2014,184000,110,"ZA kraj","Diesel","Automat"
"488","Škoda",13850,2017,150000,85,"TT kraj","Diesel","Automat"
"489","Škoda",13885,2018,213000,110,"BA kraj","Diesel","Automat"
"490","Škoda",13890,2018,198123,110,"NR kraj","Diesel","Automat"
"491","Škoda",13900,2018,159115,85,"BA kraj","Diesel","Manuál"
"492","Škoda",13900,2017,177000,85,"KE kraj","Diesel","Automat"
"493","Škoda",13900,2017,137180,85,"ZA kraj","Diesel","Automat"
"494","Škoda",13950,2013,235000,135,"BA kraj","Diesel","Automat"
"495","Škoda",13990,2018,125886,85,"ZA kraj","Diesel","Manuál"
"496","Škoda",13990,2017,214340,85,"BB kraj","Diesel","Manuál"
"497","Škoda",13990,2018,163509,85,"BB kraj","Diesel","Automat"
"498","Škoda",13990,2018,208400,85,"ZA kraj","Diesel","Automat"
"499","Škoda",13990,2017,196925,110,"ZA kraj","Diesel","Manuál"
"500","Škoda",13990,2017,138800,66,"ZA kraj","Diesel","Manuál"
"501","Škoda",13990,2017,150000,85,"KE kraj","Diesel","Automat"
"502","Škoda",13990,2019,183235,85,"KE kraj","Diesel","Manuál"
"503","Škoda",13990,2017,191128,81,"TT kraj","Diesel","Automat"
